prediction,label
6.012459086306365,0.12879000000000002
3.7385283286852484,0.12334
44.85927207519089,193.8
33.9157132456369,112.2
11.209440663716375,9.49
45.80366130890899,32.95
43.118674437001324,5.35
12.228664936561747,1.23
26.15478488791189,109.2
72.33639464783028,169.8
14.659264241880503,13.38
41.06289561709263,50.09
21.388749056041657,0.27685000000000004
20.381168571606974,15.52
36.848992294588605,120.59999999999998
22.119678613988068,18.11
27.567142276406,5.92
28.76624742154513,0.14896
39.356720227866,106.8
22.29562505886153,48.25
8.244049544274317,1.29
6.85898208693542,0.27531
57.485737441579566,70.8
28.59070633881418,117.0
66.8552710091392,130.8
0.48027136804220033,0.16201000000000002
3.600737637594555,0.16021000000000002
32.030613977258305,6.71
0.8550267239860058,0.14249
13.37462739628699,0.12237
24.519113662861784,45.23
21.173689973014927,1.08
24.12388044645055,29.22
56.73351346371149,59.87
13.060892017086175,11.61
0.25500454259863625,0.13769
28.79473657348163,166.8
45.391082132216276,64.2
34.387023092894594,12.99
27.432337289090956,16.77
52.69696172697232,20.52
41.21265814655264,102.6
22.772503243084028,111.6
6.451852997864392,0.17132000000000003
15.477809776341253,0.14598
25.098770512519224,73.8
26.358249577931485,4.58
0.6308356554989618,0.294529999999999
33.16425161142512,41.01
28.145924249015042,148.2
27.589763743412632,88.2
52.803420117599906,35.16
18.501465012446133,0.17576000000000003
3.3157652771843384,0.191729999999999
17.06168664642396,0.16341
10.60918446797376,19.37
2.7056656688896568,1.53
2.161433442338997,0.12561
18.603922687398814,0.17502
15.225278502494179,2.29
34.7216046029868,48.08
15.697819638036043,15.67
26.336848357417548,1.38
49.819268121603166,23.44
5.83993354481648,0.12420999999999902
37.090267328214026,17.97
5.999051199841933,0.146379999999999
8.872997375004722,0.129639999999999
10.890861352758462,0.11828000000000001
36.718460490485406,55.32
63.63164722066711,13.41
13.443680883337624,0.9049299999999991
68.70551947382629,59.81
6.681682547357018,0.13612000000000002
6.878537510396709,0.128169999999999
30.898327107724384,13.7
32.0067732702481,7.31
20.337866391589454,6.64
53.213171315165,55.32
4.431054285388921,0.14345000000000002
17.074709694063184,48.03
57.41069682455437,16.24
67.10865839230979,25.42
11.638237340696637,4.8
40.67496027300879,37.89
44.371362305465034,26.01
4.119748822782301,0.15131
44.88886323702767,5.5600000000000005
12.699527723367277,0.17562000000000003
17.79376943776882,40.45
7.2276931718300315,0.12343000000000001
21.318140511117694,0.21943000000000001
24.558437595301186,6.83
39.13816292844014,0.20531000000000002
32.63731732993322,6.04
51.29261173774889,72.0
25.767733255732516,7.13
43.96061891411048,67.2
41.96804430107897,87.0
9.889275353197974,0.15634
13.026427778573339,33.57
15.466845120177966,14.46
19.410799016886273,117.0
7.40266693908799,14.79
21.424693734506917,45.15
73.51437002774396,1.8900000000000001
29.16125018882855,1.28
21.069789556435317,31.66
33.582795560897246,3.9699999999999998
41.529762111269356,35.93
10.37926380121079,0.14803000000000002
18.376663679730246,0.13720000000000002
15.088362554074616,124.8
1.3335190367213403,0.21193
19.60583434418315,73.8
33.45662761304129,0.11733
29.114006864105406,0.870429999999999
24.79403756404969,43.63
17.55194309840536,21.69
38.084284571258465,124.19999999999999
17.353546883558735,40.58
26.267995397961716,24.81
26.107018035665195,44.92
0.4301022164652577,0.14196
9.311814404904142,2.5
8.42106925533943,118.2
13.657827219636534,0.25313
30.03057104377693,1.87
9.23654736725258,0.32512
42.20926565371044,48.94
75.63650122700442,73.8
9.22846494643189,0.12796000000000002
1.2085720617310745,0.13159
61.976110962556675,64.2
50.916949778259685,15.05
12.657126440078263,0.15136000000000002
23.485461721671776,9.08
45.01033559006962,0.17122
25.929180707564228,18.71
22.509088728620767,25.22
22.66475678866147,9.91
27.916584244831178,28.02
0.42270149434210597,0.13604000000000002
14.321328970684725,0.21747000000000002
18.331085531016782,20.77
47.20501913008022,0.11413000000000001
25.62355522968856,63.6
61.772292974039125,190.8
27.896325468798622,0.9365200000000001
16.107473440648313,13.61
3.5365998923714277,0.15347000000000002
34.87297832028105,94.2
14.319415159939636,47.98
9.696148528115062,34.26
30.073846577307663,5.2
31.822891488470578,53.78
81.1540461097385,32.33
29.283669556218396,15.72
10.89714817664677,37.07
47.94148855861927,81.6
22.381205899846382,28.04
3.9749904051807827,0.14166
48.503635900067785,0.15688000000000002
42.08121991646271,204.0
13.035856963880638,5.22
11.648737643451883,6.29
33.15784716100598,0.22787000000000002
81.98677987959668,44.73
33.39250280221219,187.2
25.91752221617274,42.43
8.226382575158713,18.92
68.32596791781968,138.6
9.923171206368814,24.61
35.155107867541254,18.96
47.136264314163945,0.25031000000000003
1.6940699393718777,0.12579
55.1244943388338,84.6
27.830973665088905,28.24
35.052092204135,42.48
36.34903635455467,0.14844000000000002
33.36957794240572,16.91
42.2962496965027,126.59999999999998
17.36634120364077,0.1411
30.325097445805465,6.63
63.25737503069756,0.721429999999999
0.2410053374136872,0.14111
14.329676144404736,0.9373600000000001
31.546216176003163,32.46
24.33034515371271,0.13676000000000002
25.80889852653317,141.0
44.90938172730168,35.51
18.720764608745537,8.91
22.135311598995905,11.56
24.260082825815847,12.12
43.10915552722229,101.4
0.8952074172675352,11.19
34.9526415964666,5.05
19.644066128761306,1.53
26.51791581788822,20.27
26.081912625665566,26.84
38.39700532274837,19.43
7.393353810244612,21.01
35.04883963793659,58.58
42.383465446512695,52.25
7.025533190093854,0.14595000000000002
25.532937810918064,4.84
34.22602491860252,67.8
10.326490148730736,109.8
37.41943756714949,93.6
47.88066126478633,0.12131000000000002
45.1967436913685,1.72
5.813769645532269,0.15481999999999901
42.24409312250601,2.75
29.995682669712167,7.92
24.750187818933956,69.0
25.525105669014614,1.48
28.01500036450196,87.0
29.11070978774327,78.6
34.81195922700993,42.66
8.692583278399406,0.149819999999999
58.887447097020576,31.29
36.532216108595804,5.5
10.899245229859934,0.16290000000000002
40.063254606952306,52.65
10.162884728367594,0.13437000000000002
52.289166222950705,55.74
24.612350895282738,0.53669
27.305395114208917,39.24
9.210696829625435,0.13585
25.981972812098533,12.44
76.37125788928442,70.2
35.0667084320242,83.4
22.548877870823297,16.08
26.544343676855693,43.07
28.736521176798156,31.77
12.000404910639702,0.181289999999999
7.401995085920336,0.17975000000000002
30.397510518004978,6.47
16.672112020846804,76.2
26.47511834077898,6.85
18.342644155268644,4.55
40.35973772077626,51.05
47.673763205758945,35.17
9.229542927605191,0.9595100000000001
38.9665188166095,0.319959999999999
20.89997594320159,0.19244000000000003
42.0363422486597,90.6
15.402515014621088,5.79
23.374897213938507,12.1
22.153272857942966,1.17
46.351637529093885,230.4
4.443738377921667,0.13770000000000002
40.41673802103938,31.65
21.621088421605496,155.4
30.37433226166564,54.69
21.895787064045862,6.06
46.94757570176309,5.33
28.078049655730567,18.66
20.68415813063494,38.51
20.775498262043733,3.68
22.932276341039387,0.157389999999999
17.991860577167213,0.15003000000000002
15.229750044162875,0.30791
28.41474414870152,27.68
31.51965777502827,21.87
1.1245208950725927,0.13435
31.15332038347737,0.20078000000000001
41.27406983836317,57.2
9.90147357744297,34.89
75.07842267266045,260.4
27.921678392973316,1.16
7.298699292594112,1.07
52.66078179603087,57.75
22.218109553338245,107.4
44.31952859496313,123.6
49.74984312238039,0.15164000000000002
79.76303962758085,25.12
82.81850501921845,0.27668000000000004
10.143267295604552,3.09
30.778242671871485,7.49
30.177054203961884,59.45
27.90478136369477,64.2
35.81714012014758,94.2
22.272372138484997,0.6664800000000001
52.499849779390445,10.58
19.79700576301806,0.15477000000000002
25.166687452742767,0.28094
7.221214030877611,0.11571000000000001
14.69218426781562,0.16788
19.15717249878409,21.05
19.809047203883285,0.16016000000000002
24.321856949670124,0.20143000000000003
20.05184828710984,13.72
33.3855006966758,160.8
27.947833846987255,5.59
33.07288484151396,45.75
41.25752981959664,11.17
7.664732013558819,38.45
19.77892215486081,0.16633
0.2146612893844754,0.13555
35.30035057338467,30.25
30.678582858550456,118.2
39.16759229178124,4.7
39.98946320571631,141.0
60.07337792617613,3.9699999999999998
56.66254555067972,184.8
30.626350484571095,104.4
21.572179933666643,4.19
25.65387194469057,18.76
37.75749686519933,30.42
21.882684470909464,17.94
20.29098029243148,4.57
21.42522322952154,8.73
16.149125326831303,4.33
22.91926541811785,6.74
14.187124990102916,5.75
31.65032735485842,8.79
26.97668011729175,52.41
20.306119535374442,7.53
51.84964485274124,10.39
34.74855991887719,0.15944000000000003
57.91257450371213,55.92
24.587091624150677,16.57
5.862747476721134,0.19506
51.03557620118349,205.8
21.817299027075208,9.4
20.3989373773451,5.09
41.86467776784739,35.29
37.319720607830824,146.4
44.45630290631616,217.2
32.57914718026012,49.16
46.01001671746765,2.2
28.61956053190668,0.14650000000000002
12.03633650921178,0.21355000000000002
47.54808726988277,37.25
37.69386802106848,90.6
56.104841830580924,102.0
22.344462808785988,12.59
2.198331527677806,225.6
29.523831290849206,0.17467000000000002
51.829082856801776,0.16663
25.135007692706083,32.13
16.120882500203155,0.17826
23.376253677416443,0.11347000000000002
27.833702885738095,24.6
59.33795491148365,38.54
32.769327292592315,78.6
18.26653325043721,0.1429
14.53545480560352,7.31
11.051993192150947,5.36
27.24461176060933,17.11
38.90935621705771,0.5476800000000001
19.010472598304947,21.86
22.526105570112392,70.2
37.69205700826757,9.08
15.53103558550942,30.57
14.2033908059959,0.17485
20.343598643627,0.12103000000000001
31.012354420785496,11.61
3.037929475078471,0.13455
0.36385589308328464,0.13773000000000002
43.852847633976445,151.8
6.596174309867877,0.14252
47.26255454744286,91.2
94.51472627140215,84.0
49.75266976433974,0.38887000000000005
28.464047430455068,0.43047
44.756536665346054,138.0
44.28282748239328,12.33
33.187061381214576,30.46
27.438870278040735,22.13
36.27480934457888,0.14268
46.92115532868491,7.71
11.726214505817955,0.11996000000000001
0.6836722882660851,0.395769999999999
31.89833858874772,23.05
31.70678369095447,121.2
21.556551030421783,0.14209000000000002
39.59323238544235,17.26
42.48900959881782,26.54
18.334850226840288,0.7964100000000001
14.652812542566284,5.64
30.608284873535204,75.6
23.327320851526107,38.57
8.708164726144748,0.111319999999999
15.84516044495013,0.42798
7.853214842279941,3.67
38.52321914165234,0.14171
20.47714592165961,0.571929999999999
52.94856502555302,41.38
25.62875453071319,45.7
67.8846021344242,32.95
36.670609349806625,5.24
19.422611810599445,0.15608000000000002
69.71372738017861,153.0
26.530170177278848,1.44
72.68523973707964,13.82
28.868936050619617,28.28
13.318719975513886,6.25
30.473569043313745,56.94
21.318704593864595,106.8
26.999294802258092,6.26
4.478697263616673,0.12239000000000001
2.916374333175298,0.15269000000000002
26.923556801483265,4.74
40.749313819557685,0.19597
22.39678279124869,17.87
30.488851304489607,17.36
41.27837513766254,35.75
0.5636443536704566,0.14634000000000003
13.728392494393987,0.66424
48.451143274589384,40.39
25.417547309442465,32.32
33.12319070126814,5.88
32.30714477053401,3.68
10.778744849560887,0.154449999999999
8.860863390953698,0.14723
41.55795127429249,4.91
27.394847623120608,5.76
5.192934028583318,0.12199000000000002
0.6289972942465216,0.17681000000000002
31.23976753985892,44.6
88.2569620838978,94.8
18.111147285430317,18.52
55.21564032436676,20.4
3.4408860599569384,0.22052000000000002
39.42766133915535,12.32
36.93595365510196,243.0
24.597991347253547,68.4
41.459184565951816,17.81
22.272098739452776,11.9
8.04686826632204,0.14719000000000002
37.33352435128059,21.61
8.991043945666195,1.2
51.15485973529468,57.8
53.09292157530885,41.31
29.24897792029681,7.86
20.27830492028569,4.96
14.700199745301592,0.16168000000000002
106.28516568498537,36.22
29.61431530984727,0.184479999999999
19.211964838575653,0.20925000000000002
24.872521459973182,2.23
35.91350710867887,36.94
39.51788217111919,2.77
12.240103880960588,0.17171
6.611442063446591,0.23256000000000002
11.645093267086995,5.28
30.32296347194042,52.85
19.362859436324108,0.121
33.81511726552517,0.30493000000000003
38.559497138439625,236.4
2.9225436335347053,0.14568
15.211549642272024,0.14934
35.87021199171638,40.74
30.97487288121788,0.14054
50.49934394599314,40.33
41.94381556899624,25.18
49.01001724763758,3.23
22.779898483553616,8.51
40.35138570217248,0.194419999999999
51.543865347828635,40.93
11.019579984452129,0.17909000000000003
32.54991659801169,37.93
25.08200748015138,6.78
4.1983615304190804,0.13391
23.280560617471675,40.66
16.397834887345343,0.33288
32.17186249233399,25.01
59.80417368548579,124.8
52.404929677478,144.0
41.91217120123201,2.54
20.162683896674263,12.94
11.287750379111246,0.14451
23.4683081953943,0.30584
25.118190601296938,0.13535
13.310163166809735,0.10991000000000001
31.187194941352928,0.217259999999999
91.54167766442539,5.58
31.68506203824783,7.16
22.863804597796115,0.6266900000000001
1.2658012284945597,0.12343000000000001
33.89201121491148,8.02
40.160657566049466,10.86
24.422483786332606,4.52
44.14216882302052,25.73
3.7850105360959416,0.13272
11.008637425959314,3.67
0.2586354517566779,0.13792000000000001
18.45090953425908,14.12
10.642943405036839,0.14755000000000001
7.0260179770527404,0.15647000000000003
25.03470828328284,108.0
11.712863492623683,0.7326100000000001
0.22019375814283035,0.123129999999999
33.131712446418604,34.89
20.74360690566909,2.21
34.73185534081517,31.77
10.051232105284695,0.13526000000000002
40.65212025496279,99.0
45.48064408534398,15.73
87.80877504545828,59.49
19.72053523818205,0.14209000000000002
27.82833467053217,62.4
30.785569318095444,152.4
9.712124651111946,1.79
17.28650793195507,13.79
36.726573452741654,48.39
83.77201882165635,29.23
17.39828774099298,0.16597
43.3129010131133,0.15364
38.50538699393584,48.5
23.056756570007337,84.0
35.594007977131014,48.37
45.25147816989765,128.4
14.58691314710582,42.31
0.23187536998361458,0.13236
0.2572076831546083,0.13808
64.1336916443826,20.18
4.648813440240671,0.16733
5.507627418725579,2.81
21.11722049857449,26.6
38.96755256689166,20.05
13.167480302800316,0.13141
9.461029755867978,226.8
42.546844786264316,6.13
31.52114913618441,175.8
41.30573404238734,16.43
23.66466019362196,8.56
34.43586704217161,0.12006000000000001
39.11256397227281,78.0
39.29231742360542,35.11
11.85643247825228,7.62
26.055016832192806,0.189639999999999
3.8081079773011854,0.12742
10.04529619183183,0.13682000000000002
29.155259018110264,64.80000000000001
33.734703202192215,69.0
6.962184365967643,4.17
34.88535598524161,9.18
11.833449295452567,5.8100000000000005
33.68189363441688,6.13
46.285875765264464,24.57
48.18123013931787,8.43
28.704985413673555,19.3
51.61193697129513,42.09
21.691588168324433,0.39465000000000006
42.8980052665493,6.95
4.645620316461841,0.16426000000000002
39.313101510691034,69.0
35.482899104936315,157.8
6.393613043401871,0.13311
10.567203236647712,0.14806000000000002
10.060366702610079,0.15958
33.42373817679742,13.46
48.48269867995049,79.8
27.73609443310429,5.93
9.64162018286852,1.05
32.44848496209643,1.48
30.98290284190927,7.18
57.20853266922384,44.73
33.10873902493909,45.4
37.965217165842915,15.3
15.596043926835891,0.47291000000000005
43.9156073167889,0.66576
28.70450052567198,11.36
1.7119592923978606,0.14493
5.65099344091356,0.14145000000000002
15.403004644310855,0.4188
26.694712701590383,49.66
43.77011948493207,0.44741000000000003
29.26003296991032,14.8
26.520873625705573,0.14953000000000002
13.644465180988544,58.97
102.89734330869479,68.4
8.556668976899417,0.15452000000000002
35.1079411965975,6.98
31.427308699947112,28.8
20.39521634834501,0.62982
75.67527488180454,1.8
34.82175011286128,6.01
26.374530006345967,0.3496
28.364948497276224,11.0
17.597764990910456,88.2
1.476728381272583,0.12085000000000001
30.82262268364444,42.75
58.13803013858842,3.74
29.394651568170374,72.0
48.82611263737079,0.34166
34.1384404443347,0.35399
20.44031764113223,17.81
35.09712634003218,23.82
47.260808691439614,55.97
12.463090879607112,0.153729999999999
51.347173745598454,43.4
22.356737871956515,6.48
77.6265068515805,19.6
6.513443304417007,3.63
13.296979406363018,0.29773000000000005
44.32272339441517,0.20344
